"name","financial_impact","probability","age","employees","annual_revenue","corax_score","vulnerabilities","threats_to_industry","pagerank","max_records","asset_count","asset_locations"
"CommunityServicesNW",496717,0.657048,NULL,90,35000000,343,7,27,0.000000682982,317655,8,3
"The New York Times",1118805,0.785168,167,1300,195000000,215,94,NULL,0.000000682982,5849983,318,17
"University of the Free State",1118867,0.440744,114,2250,337500000,559,30,18,0,4594618,62,2
"Mail & Guardian",433360,0.467479,33,90,35000000,533,9,NULL,0.000000682982,787500,34,3
"North LA County Regional Center",502372,0.321497,NULL,150,35000000,679,35,27,0.000000682982,317655,8,1
"Lone Tree Elementary School",316207,0.463539,NULL,100,15000000,536,21,NULL,0.000000682982,127465,7,2
"Atria Senior Living",1365737,0.679145,15,3470,520500000,321,67,10,0.000000794081,4919299,36,7
"Express Petroleum",166917,0.372703,NULL,10,5000000,627,NULL,12,0.000000682982,42403,7,5
"Woolworths Holdings Limited",7415718,0.655505,87,18563,5022000000,344,NULL,12,0.000000682982,74408490,2,NULL
"African Reinsurance",620731,0.584018,42,247,75000000,416,NULL,2,0.000000682982,850862,15,9
"R.R. Donnelley & Sons",19533237,0.749671,154,505001,75750150000,250,1933,NULL,0.00000136583,1626296515,589,39
"Digicel Group",2471126,0.501966,17,6500,975000000,498,1408,NULL,0.000000682982,24373262,189,23
"Renault Argentina",1390306,0.543922,43,3656,548400000,456,24,NULL,0.000000682982,7462172,12,4
"ROI Capital",140015,0.488424,16,32,5000000,512,75,12,0.000000682982,40502,13,4
"Wilton",1025624,0.767911,40,720,200000000,232,1,19,0.000000682982,2491477,45,5
"City of Madison, WI",886300,0.620355,NULL,1500,225000000,380,52,67,0.000000682982,2065068,59,3
"Littleton, CO – Government",417388,0.445238,128,100,15000000,555,NULL,25,0.000000682982,375000,18,4
"Eastern Illinois University",1220534,0.658065,123,2250,337500000,342,166,18,0.000000682982,4301903,37,7
"ALDO Group",1667852,0.626197,46,5100,765000000,374,60,12,0.000000682982,9138399,27,6
"MacSales.com",696460,0.624336,30,870,130500000,376,NULL,19,0.000000682982,1625692,105,2
"Contact Solutions",462682,0.752874,16,200,30000000,247,NULL,38,0.000000682982,600000,43,11
"Yenepoya University",845493,0.458828,NULL,840,200000000,541,12,18,0.000000682982,2124408,8,5
"Hôpital Montfort",902508,0.653033,65,960,200000000,347,NULL,10,0.000000794081,2079279,16,8
"DodgeData&Analytics",583600,0.694165,37,600,90000000,306,65,19,0.00000178841,1121167,72,9
"Change Healthcare",1224946,0.497295,12,4000,600000000,503,86,NULL,0.000000794081,5670624,80,14
"Cheshire West and Chester Council",1134588,0.630756,9,2750,412500000,369,14,67,0.000000794081,3785924,66,2
"Barnes-Jewish Hospital",1356487,0.630348,116,3250,487500000,370,42,10,0,5528909,8,2
"Friendly's",6041959,0.717396,83,12800,1920000000,283,NULL,6,0.000000682982,57584080,14,4
"Australis Institute of Technology & Education",361064,0.308532,8,100,15000000,691,8302,18,0.00000178841,127465,13,3
"Fira de Girona",201580,0.298846,33,10,5000000,701,1770,NULL,0,39707,10,NULL
"Housing Development",486932,0.475022,NULL,90,35000000,525,NULL,13,0.000000682982,317655,16,4
"Hebrew HealthCare",1026311,0.637619,117,751,112650000,362,NULL,10,0.000000794081,3379497,3,2
"Club Soda",346160,0.511272,NULL,100,15000000,489,NULL,6,0.000000682982,130322,4,1
"Tranzeo Wireless",316164,0.321879,18,45,5000000,678,45,NULL,0,87500,17,3
"Bank of India",7721984,0.573946,112,45613,6400000000,426,14,NULL,0,88600668,13,1
"Mississippi State University",1543740,0.436595,140,5530,835500000,563,510,18,0.00000178841,10649133,109,6
"KTSU 90.9FM",600595,0.237998,NULL,100,15000000,762,NULL,NULL,0,300000,1,1
"Macon Bibb Sheriff's SOS",717688,0.46879,NULL,750,112500000,531,NULL,67,0,1032537,6,1
"Hollis Cobb Associates",32257,0.429659,NULL,100,15000000,570,2084,18,0.0000018013,138864,NULL,3
"Drake International",1335147,0.440805,67,3930,589500000,559,196,12,0.000000682982,7356365,29,5
"Healing Heart Therapeutic Services",313245,0.280725,NULL,100,15000000,719,NULL,NULL,0.000000682982,113416,1,2
"Universidad de Buenos Aires",1286738,0.531147,197,3250,487500000,469,NULL,18,0,6213802,13,1
"University of Belgrano",897429,0.304266,54,1000,200000000,696,95,18,0.000000682982,2336849,12,4
"GEOAmey",310874,0.340321,NULL,20,5000000,660,NULL,NULL,0,87500,4,NULL
"Matrix India",19312,0.529038,12,5,500000,471,NULL,NULL,0.000000794081,3472,9,4
"Stream101",20565,0.47469,NULL,5,500000,525,NULL,19,0.0000011974,3397,25,5
"The Daily Star",403463,0.437167,27,210,31500000,563,212,NULL,0.000000682982,708750,41,6
"Mega Bank Nepal Limited",417844,0.246474,NULL,100,15000000,754,20,NULL,0,138864,11,3
"Harrisburg University of Science and Technology",523204,0.520943,17,180,35000000,479,NULL,NULL,0.000000682982,297418,3,1
"East San Gabriel Valley ROP & Technical Center",419119,0.215449,48,100,15000000,785,NULL,18,0.00000178841,143398,6,1
"Eletronorte",951481,0.53549,NULL,1500,225000000,465,NULL,NULL,0,2783337,12,NULL
"Zensis",237885,0.481365,NULL,10,5000000,519,220,28,0.000000682982,75000,15,3
"Hospice of North Idaho",429959,0.522746,NULL,60,35000000,477,14,10,0.000000682982,264636,11,4
"SNCB Europe",3542248,0.589458,7,18688,2970780000,411,NULL,1,0,32241722,29,NULL
"Department of Justice",1417330,0.574345,NULL,5000,750000000,426,21,67,0.000000777822,6883295,19,1
"Westerville Dental Associates",332273,0.420157,NULL,100,15000000,580,6,10,0.000000682982,113416,1,1
"First Data",20676482,0.856092,47,20700,12052000000,144,38,19,0.000000794081,151762162,468,19
"Bank of Prairie du Sac",339234,0.40117,102,100,15000000,599,NULL,NULL,0.000000682982,173579,7,4
"GTS",385340,0.316482,NULL,100,15000000,684,NULL,14,0,136138,7,1
"Pousson Family Dentistry",528071,0.450318,NULL,100,15000000,550,NULL,10,0.000000682982,300000,2,1
"Western University of Health Sciences",921700,0.524821,41,1610,241500000,475,63,18,0.000000682982,2821741,78,7
"Lewisham Council",1133117,0.419979,NULL,2750,412500000,580,21,67,0.000000682982,4671474,39,2
"Leeds City Council",1481667,0.583819,44,4000,600000000,416,3,67,0.000000682982,7577020,58,5
"INOVX Solutions",461982,0.579646,19,60,35000000,420,5,NULL,0.000000682982,317098,13,5
"220 Energia OÜ",184687,0.270211,NULL,30,5000000,730,NULL,7,0.000000682982,40182,1,NULL
"Elering",85808,0.305993,20,100,178221000,694,10,NULL,0.00000178841,1984199,16,1
"Minneapolis Institute of Art",550565,0.698466,NULL,302,75000000,302,46,NULL,0.000000682982,814509,35,10
"Schneider Wallace Cottrell Konecky",188860,0.345193,NULL,45,5000000,655,NULL,20,0.000000682982,39707,8,4
"Glaser Weil",541844,0.43119,30,180,35000000,569,4,20,0,357362,7,2
"Global Business Network",128064,0.0624493,NULL,45,6750000,938,0,12,0,61262,NULL,NULL
"Bigelow Aerospace",600625,0.298732,19,130,35000000,701,68,28,0.000000682982,317098,4,1
"City Discovery",131100,0.362014,15,30,5000000,638,NULL,1,0.000000682982,38010,40,6
"DaVita Medical Group",942809,0.682809,26,960,200000000,317,NULL,10,0.000000682982,2079279,11,1
"University of San Jose - Recoletos",537440,0.383769,71,150,35000000,616,7,18,0,334595,15,1
"Hong Kong Institute of Technology",314731,0.518612,4,100,15000000,481,34,18,0.000000682982,127465,25,5
"Your Health",45999,0.297837,NULL,5,500000,702,NULL,8,0.000000794081,7500,9,2
"University of Windsor",1290146,0.531551,54,3220,483000000,468,897,18,0.000000682982,6027404,113,11
"Carolinas HealthCare System",3137532,0.672645,75,14930,2239500000,327,167,10,0.000000682982,23274040,510,7
"Pepperdine University",1453959,0.692958,81,2820,423000000,307,203,18,0.000000682982,5391692,119,14
"Vancouver Coastal Health",1595353,0.609477,17,5513,826950000,391,NULL,10,0.00000125202,7815348,4,1
"LexisNexis",5547030,0.814612,48,30000,1660500000,185,364,NULL,0.0000444793,45654309,581,31
"Terrace View Care Center",533263,0.914393,NULL,100,15000000,86,NULL,10,0.00000178841,113416,4,1
"Via Christi Health",1219667,0.568727,129,3000,450000000,431,25,NULL,0.000000682982,5103622,54,6
"Uniontown Hospital",461619,0.464624,NULL,100,15000000,535,NULL,10,0.000000794081,300000,1,1
"Macquarie University",1629463,0.560215,54,5890,883500000,440,137,18,0.000000682982,10322457,142,12
"Imagine SAS",25388,0.298376,13,5,500000,702,35,NULL,0,3397,11,2
"Japan Aerospace Exploration Agency",1252918,0.617601,14,3001,450150000,382,5,28,0.000000682982,5097840,17,4
"Western Connecticut State University",819823,0.386812,115,840,200000000,613,136,18,0.000000682982,2549290,49,7
"Long Chiropractic Office",491000,0.473449,NULL,100,15000000,527,NULL,NULL,0.000000682982,300000,3,1
"City of Covington",464816,0.467936,203,210,31500000,532,4238,67,0.000000682982,289111,13,4
"Gloucester Fire Dept",18982,0.396017,NULL,5,500000,604,12,67,0.000000794081,2753,12,1
"University of Otago",1412745,0.459093,149,4500,675000000,541,414,18,0.000000682982,9189001,107,5
"Pinkerton",626256,0.425042,168,723,108450000,575,93,NULL,0.000000967502,1476415,42,9
"School Loop",62343,0.624754,14,10,1500000,375,NULL,19,0.000000794081,10192,25,5
"Old National Bank",875506,0.365775,183,2743,411450000,634,5,NULL,0.000000682982,5713469,20,NULL
"E.J. Phair Brewing",393491,0.487797,NULL,100,15000000,512,16,7,0,148445,3,2
"Pinnacle Foods",5157765,0.688278,20,1880,3144002000,312,NULL,12,0.000000682982,42750248,17,3
"Syrian Virtual University",401567,0.291727,NULL,100,15000000,708,178,NULL,0,135899,10,NULL
"Secretar",7350904,0.525673,NULL,61196,9179400000,474,67,67,0.000000682982,83721165,15,2
"Universidad Veracruzana",1070776,0.382558,74,2500,375000000,617,101,18,0.000000682982,4381559,26,3
"Lanka Business Online",49403,0.277927,20,5,500000,722,28,NULL,0.000000682982,8750,3,2
"Comda",181184,0.471148,33,45,5000000,529,19,19,0.000000682982,45300,14,1
"HOSTING",614547,0.705533,21,420,75000000,294,107,19,0.0000194505,934306,98,14
"South Shore Medical Center",318103,0.428741,NULL,100,15000000,571,NULL,10,0.00000178841,113416,1,NULL
"Ducat",545421,0.487797,19,270,35000000,512,30,NULL,0,356735,6,1
"Lawrence Livermore National Laboratory",869743,0.557909,66,580,200000000,442,369,12,0.000000682982,2495856,127,5
"Merrimack County Savings Bank",543343,0.626734,151,90,35000000,373,NULL,12,0.000000682982,397069,4,2
"Art Time Gallery Israel",23264,0.372405,NULL,5,500000,628,NULL,19,0.000000794081,3397,7,NULL
"KCCA",352984,0.34568,NULL,100,15000000,654,55,27,0.000000682982,136138,9,3
"Nationwide",36421135,0.752329,93,32160,46500000000,248,14,2,0.000000682982,558026506,111,9
"Allied Insurance",1557549,0.558338,89,4100,615000000,442,NULL,2,0.000000682982,8372249,8,2
"Alere",1581176,0.645763,27,4840,726000000,354,46,8,0.000000682982,7547506,108,15
"WeiserMazars",2131835,0.501698,78,1020,1363050000,498,49,12,0.000000682982,18925161,5,2
"VyStar Credit Union",1843861,0.829647,66,770,200000000,170,NULL,NULL,0.000000682982,5499984,37,5
"Dunkin' Donuts",1942163,0.653739,68,18000,828900000,346,NULL,NULL,0.00000178239,11278657,22,5
"Skype",35923048,0.6716,15,1400,89950000000,328,NULL,19,0.000000682982,1456460248,178,11
"Scottish Ambulance Service NHS Trust",1381507,0.433411,NULL,4500,675000000,567,NULL,23,0,7644066,3,NULL
"Baltimore Medical System",533438,0.493696,NULL,240,35000000,506,19,10,0.000000682982,264636,5,1
"City of Aventura",514207,0.55886,23,60,35000000,441,NULL,67,0,289111,4,1
"Wilfrid Laurier University",1475468,0.673597,107,3000,450000000,326,111,18,0.000000682982,6126117,69,6
"Mitsubishi Motors",21095756,0.763004,48,29555,15840000000,237,57,NULL,0.000000682982,211575927,57,11
"Yamaha Motor Co.",1064343,0.675982,NULL,1750,262500000,324,73,NULL,0.000000682982,3247222,37,8
"spcaLA",474976,0.520211,141,60,35000000,480,67,37,0.000000682982,397069,19,4
"nic.gp",382938,0.446581,NULL,100,15000000,553,44,27,0,136138,7,1
"Southwestern Vermont Medical Center",1012281,0.729977,100,960,200000000,270,10,10,0.00000178841,2268304,8,4
"PayGate",155024,0.627943,22,31,4650000,372,14,19,0.000000682982,43048,44,8
"HCR ManorCare",8908453,0.602191,89,60000,9000000000,398,127,10,0.000000682982,101458381,53,8
"Primary Systems",588376,0.405929,NULL,60,35000000,594,NULL,17,0.000000682982,700000,9,1
"Vantiv",4885345,0.557227,47,2810,4026477000,443,36,NULL,0.000000794081,51191440,108,12
"Dodo Services",427861,0.429296,NULL,110,16500000,571,314,17,0.0000137255,330000,146,7
"Pakistan Ordnance Factories",4532182,0.419896,67,27000,4050000000,580,NULL,28,0.000000682982,50390587,4,2
"Oak Ridge National Laboratory",1695790,0.707553,75,3690,553500000,292,5,NULL,0.000000682982,6989829,83,4
"Morean Arts Center",156793,0.517994,101,45,5000000,482,25,NULL,0.000000682982,48871,17,5
"The DKG Group",29617,0.25456,NULL,5,500000,745,NULL,12,0,3711,6,1
"Women and Infants Hospital",146639,0.561379,134,100,15000000,439,28,10,0.00000178841,141769,4,2
"Beyond Evolution",325077,0.275706,13,30,5000000,724,NULL,31,0,87500,2,1
"Telecom Italia",28459017,0.532221,93,20280,80027000000,468,NULL,17,0.000000682982,1667556197,16,NULL
"Sainsbury's",33075609,0.727182,149,29700,32286000000,273,72,12,0.000000967502,445011757,98,6
"John Lewis",4807441,0.469421,154,38000,4653800000,531,NULL,12,0.000000682982,60550731,96,7
"The Restaurant Group plc",1616050,0.2926,31,15700,1054220000,707,7,6,0.000000682982,12592815,20,2
"Ulbra",1005891,0.619958,46,1750,262500000,380,55,18,0.000000967502,3067108,32,2
"Mastercard",18412267,0.796133,52,11900,12497000000,204,34,NULL,0.00000148548,157238856,531,16
"National Cancer Institute",1226943,0.489205,NULL,3450,517500000,511,21,12,0.000000682982,5870833,70,6
"Cardno",819229,0.590349,73,3650,270630000,410,175,12,0.000000682982,3377259,210,18
"Lippincott",524441,0.776396,NULL,263,39450000,224,397,NULL,0.000000682982,986250,238,15
"Kildare",59231,0.309504,90,180,35000000,690,33,NULL,0.00000178841,342094,20,0
"Optimum Healthcare",338707,0.5461,NULL,100,15000000,454,NULL,10,0,113416,9,2
"The Choices Program",26250,0.347977,30,5,500000,652,60,18,0.000000682982,3718,1,1
"Hillsborough Area Regional Transit",595821,0.572578,38,330,49500000,427,NULL,67,0.000000682982,499748,14,4
"BNL Gruppo BNP Paribas",1375876,0.497986,NULL,4739,710850000,502,NULL,NULL,0,8225619,36,1
"ItsEasyPassport&Visa",351502,0.262002,NULL,100,15000000,738,130,19,0.000000682982,135899,6,1
"State of Hawaii",1546616,0.707306,NULL,4040,606000000,293,7,67,0.000000682982,5561784,87,10
"VSECU",502660,0.598219,71,120,35000000,402,7,NULL,0.000000682982,787500,48,8
"Bow Valley College",818631,0.556149,NULL,1000,200000000,444,NULL,18,0.000000682982,2124408,48,4
"JBT Distribution",607986,0.692557,NULL,75,35000000,307,NULL,NULL,0.000000682982,395763,10,3
"Omega Diagnostics Group PLC",339824,0.233499,31,76,11400000,767,NULL,8,0.000000682982,96970,1,NULL
"Cloud Electronics Limited",199883,0.324243,40,10,5000000,676,7,NULL,0.000000682982,43297,5,NULL
"OMEGA Engineering EMEA",529757,0.338948,56,75,35000000,661,7,NULL,0.000000682982,389669,7,1
"SEStran",172541,0.444607,NULL,15,5000000,555,NULL,20,0.000000682982,42403,11,2
"Embrapa",3548326,0.507181,46,9790,1468500000,493,NULL,1,0,37325292,3,NULL
"United Bank of India",2114036,0.499545,68,15191,1500000000,500,1,NULL,0.000000794081,19090519,18,6
"nic.pe",68542,0.528445,NULL,100,15000000,472,NULL,19,0.00000178841,135899,10,3
"Square Enix",5826469,0.773311,43,910,1778400000,227,55,NULL,0.000000682982,48894403,93,10
"Arizona Digestive Center",303872,0.528556,NULL,100,15000000,471,10,10,0.000000682982,113416,6,2
"Labelmaster",540790,0.348826,NULL,200,35000000,651,1,NULL,0.000000682982,395763,15,4
"Southern Environmental Law Center",516999,0.49815,32,150,35000000,502,65,NULL,0.000000682982,361640,9,4
"WIKI Radio 95.3FM",50740,0.365138,38,5,500000,635,NULL,NULL,0.000000682982,8750,4,3
"PepsiCo",25175427,0.411226,120,263000,63525000000,589,64,NULL,0.000000682982,733400335,57,11
"The University of Texas at Arlington",766950,0.427835,122,5820,155000000,572,264,18,0.00000178841,1975702,129,8
"Office of the Director of National Intelligence",697535,0.510053,13,870,130500000,490,NULL,67,0.000000794081,1197742,16,2
"CyberSource",556772,0.600917,24,630,94500000,399,NULL,NULL,0.000000682982,1177226,301,3
"Farmers Insurance",18865371,0.778317,90,44310,12510000000,222,113,2,0.000000682982,171707616,101,17
"Northwest Florida State College",863210,0.568775,55,810,200000000,431,1077,18,0.000000682982,2336849,26,6
"Kent County Council",1927747,0.77914,NULL,4810,721500000,221,18,67,0.000000682982,6621751,180,3
"Enfield Council",1093614,0.599339,NULL,2750,412500000,401,NULL,67,0.000000682982,3785924,38,3
"University of Oslo",1452708,0.513353,207,4232,634800000,487,363,18,0.00000210558,8641779,117,2
"Official TTC Tweets",1325444,0.490849,NULL,3500,525000000,509,203,12,0,7420409,35,3
"India Today",1013027,0.758979,43,751,112650000,241,10,NULL,0.000000682982,3097872,55,8
"University of Strasbourg",1684496,0.63048,480,4000,600000000,370,670,18,0.00000246337,8168059,158,1
"Universität Basel",1120020,0.656968,4,2155,323250000,343,51,NULL,0.00000125202,3667189,60,NULL
"Case Western Reserve University",1962942,0.570506,192,7540,1131000000,429,1025,18,0.000000872662,14414895,229,9
"Imperial College London",2583336,0.554132,111,11370,1705500000,446,138,NULL,0.00000592539,23213271,124,2
"Sapienza University of Rome",1690050,0.493259,4,6705,1005750000,507,21,NULL,0.000000682982,11409200,34,2
"Kelly Services",9448459,0.807893,72,1100,5374400000,192,14,12,0.000000682982,66923922,341,14
"Universidad de Guadalajara",1435106,0.377814,NULL,5392,808800000,622,276,NULL,0.000000682982,9175251,29,1
"L3 Technologies",9699655,0.527703,21,32190,9573000000,472,7,28,0.000000682982,118441952,56,7
"apexlabinc.com",378179,0.666104,NULL,100,15000000,334,NULL,NULL,0.000000682982,135899,4,1
"American Heart Association",3622479,0.672063,94,7650,1147500000,328,35,18,0.000000682982,34421601,146,19
"APCV",361910,0.314702,NULL,100,15000000,685,NULL,1,0,117162,5,NULL
"Chili's Grill & Bar",4292898,0.667681,43,16000,3150837000,332,7,6,0.000000682982,37612352,20,3
"IEEE",1298360,0.628152,134,8060,413000000,372,228,37,0.00000182106,5622427,170,22
"Transcend Capital",173690,0.522633,NULL,30,5000000,477,NULL,12,0.00000178841,40502,3,1
"UMiami Health System",554579,0.44726,NULL,100,15000000,553,7,NULL,0,300000,2,2
"London Flower Net",391229,0.253169,NULL,100,15000000,747,NULL,NULL,0,130322,6,1
"Blue Cross Blue Shield of Massachusetts",1321973,0.561709,30,3370,505500000,438,14,2,0.00000178841,6308173,49,9
"Wright State University",1699420,0.686804,54,4050,607500000,313,28,18,0.000000682982,7098004,63,6
"Paul Scherrer Institute",894265,0.575854,30,1000,200000000,424,53,12,0,2495856,17,NULL
"CTGi",499846,0.599091,NULL,90,35000000,401,12,28,0.000000682982,317655,7,2
"FEI",2104750,0.687907,47,3060,930132000,312,28,19,0.000000682982,11586296,53,7
"College of the Mainland",817311,0.444963,52,630,200000000,555,42,18,0.000000682982,2336849,38,7
"Australian PBO",85492,0.444985,NULL,6,900000,555,42,NULL,0,13500,30,4
"Northstar Medical",148472,0.270751,NULL,15,5000000,729,NULL,8,0.000000682982,28354,3,2
"Vertex Law",615384,0.493604,NULL,360,75000000,506,NULL,20,0.000000682982,850862,17,1
